filename,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40
sample_0991.jpg,A,D,C,A,B,D,B,A,C,C,A,C,C,D,B,C,C,A,B,A,C,C,C,C,D,D,C,B,C,B,A,D,A,A,B,A,C,C,A,D
sample_0992.jpg,A,D,D,D,B,A,A,D,D,A,C,A,B,C,D,C,C,B,D,D,A,C,B,C,A,C,C,D,C,C,C,D,B,B,B,A,B,D,A,A
sample_0993.jpg,C,B,D,A,B,D,A,D,A,D,D,D,D,A,A,D,A,A,C,D,A,A,C,B,D,B,A,D,C,B,B,A,C,D,D,A,A,C,B,D
sample_0994.jpg,D,C,D,D,D,B,C,D,C,A,A,A,B,D,A,D,D,B,D,D,B,D,A,C,C,B,C,C,B,C,A,B,A,C,B,A,C,B,C,D
sample_0995.jpg,A,D,A,C,B,C,C,D,D,D,A,C,C,A,C,C,B,B,B,D,A,B,A,D,D,A,A,D,D,C,D,D,D,A,B,B,D,D,D,A
sample_0996.jpg,C,C,B,A,A,B,B,C,C,D,B,A,B,D,B,C,B,C,C,D,C,A,C,D,B,D,A,A,A,D,D,A,B,C,B,A,D,A,B,C
sample_0997.jpg,A,B,C,A,B,C,B,B,B,D,D,D,B,A,B,A,C,C,A,A,A,B,D,A,C,C,C,B,C,A,C,A,C,C,B,A,D,D,B,C
sample_0998.jpg,A,A,C,A,A,D,D,A,C,D,A,C,B,D,D,D,B,B,B,C,D,D,A,B,C,A,A,C,B,B,B,C,B,C,D,B,C,C,B,C
sample_0999.jpg,B,C,C,A,C,D,C,D,B,D,A,C,D,C,B,D,D,A,A,B,B,B,D,A,C,D,D,B,C,B,A,B,A,B,D,B,A,D,D,D
sample_1000.jpg,D,A,C,A,A,C,C,A,D,D,A,A,A,B,B,A,A,B,A,A,D,A,B,A,A,D,C,D,B,D,D,B,C,B,C,C,A,D,A,A
sample_1001.jpg,A,A,B,D,D,B,A,D,B,A,D,C,A,C,D,C,C,D,B,D,A,C,D,A,C,D,C,D,D,C,D,C,C,B,B,B,A,A,A,D
sample_1002.jpg,B,C,B,B,C,D,B,C,C,B,A,C,D,B,C,B,B,B,C,D,D,A,A,D,B,A,D,D,A,B,B,A,A,B,B,C,D,A,C,A
sample_1003.jpg,B,D,B,C,D,D,A,C,C,B,C,A,A,D,B,B,A,C,D,B,A,D,A,A,B,D,D,C,A,C,D,D,A,A,B,A,B,B,C,B
sample_1004.jpg,D,C,B,C,B,C,A,B,D,B,C,C,B,A,A,A,D,C,B,C,D,B,A,B,C,D,D,B,A,A,D,A,B,A,B,D,A,A,C,D
sample_1005.jpg,A,A,D,C,D,A,A,A,B,B,B,B,D,A,A,B,C,D,A,D,B,B,B,D,A,B,A,D,B,C,B,C,B,D,A,B,B,D,D,C
sample_1006.jpg,B,B,B,A,A,C,D,A,A,B,D,A,B,C,B,A,C,C,A,A,A,B,D,B,C,D,D,A,A,A,C,C,B,A,D,D,C,D,B,D
sample_1007.jpg,C,A,B,D,A,D,D,D,A,A,D,A,C,B,A,A,D,C,A,A,B,B,B,C,D,D,A,C,D,B,A,B,A,C,A,C,D,D,C,D
sample_1008.jpg,C,A,B,A,A,B,D,A,A,C,B,C,B,B,C,B,D,D,A,D,D,D,D,B,D,D,C,B,A,D,D,D,D,A,A,B,D,D,A,A
sample_1009.jpg,C,B,A,D,A,D,A,A,C,D,C,D,B,B,C,C,A,A,B,B,A,C,A,D,C,D,D,D,C,C,C,A,D,D,A,A,A,A,C,A
sample_1010.jpg,A,A,B,D,B,B,A,A,A,C,D,D,D,B,C,C,B,D,D,B,C,C,C,C,B,C,A,B,C,C,D,D,D,B,D,B,B,D,D,C
sample_1011.jpg,D,B,A,B,A,C,C,A,B,B,A,B,B,A,B,B,D,A,B,D,D,C,A,C,A,B,B,C,A,A,D,C,C,B,A,D,B,D,A,A
sample_1012.jpg,B,D,B,C,B,A,D,C,C,C,C,D,D,B,A,B,A,C,A,C,D,D,A,A,D,B,A,D,A,A,B,B,A,A,C,B,B,B,B,D
sample_1013.jpg,C,A,B,D,A,C,D,C,D,A,B,C,D,A,C,C,C,C,B,D,A,C,B,B,B,A,D,B,D,A,B,A,C,A,B,B,A,A,C,B
sample_1014.jpg,A,A,C,D,A,B,D,A,A,C,C,D,A,D,B,B,B,D,A,D,D,A,C,C,A,D,D,D,C,D,C,C,A,A,C,D,D,B,C,C
sample_1015.jpg,D,C,A,C,C,B,D,B,B,C,C,A,D,D,B,A,A,B,C,B,C,C,A,C,B,B,D,A,A,C,A,C,C,B,D,A,A,A,A,A
sample_1016.jpg,C,B,A,C,B,B,D,A,B,B,B,D,A,A,B,A,B,C,C,D,B,D,C,B,C,A,A,C,C,A,B,D,A,C,B,B,C,D,C,C
sample_1017.jpg,B,C,C,B,A,A,A,A,A,A,C,D,C,C,C,B,A,C,C,B,B,B,C,A,C,B,D,B,C,B,A,A,B,A,A,C,C,D,C,B
sample_1018.jpg,C,D,B,D,A,C,C,C,C,C,C,A,B,D,B,D,B,A,B,C,D,D,A,D,A,A,A,A,B,D,D,A,C,D,B,C,C,A,B,D
sample_1019.jpg,C,B,A,C,A,A,D,D,B,B,D,D,D,C,C,D,B,D,C,C,C,B,D,D,A,D,A,B,C,A,C,A,C,B,D,C,C,C,B,B
sample_1020.jpg,A,C,B,B,A,B,D,D,B,D,D,C,C,C,D,C,C,A,D,B,D,B,C,C,D,A,A,C,D,C,C,C,A,A,C,C,B,C,C,A
sample_1021.jpg,C,C,B,B,C,A,C,A,B,B,A,B,A,B,B,A,A,D,D,D,B,A,D,D,B,A,B,B,A,C,C,A,B,B,D,B,B,D,D,B
sample_1022.jpg,D,A,C,B,C,D,C,C,A,B,D,D,C,C,D,B,C,D,C,C,B,A,A,B,C,D,A,C,D,C,C,A,A,B,D,C,A,C,A,C
sample_1023.jpg,A,D,A,A,C,A,D,B,D,C,B,B,B,A,B,A,A,B,C,B,A,D,C,D,D,A,A,C,B,B,B,A,C,D,D,B,A,A,B,C
sample_1024.jpg,A,A,A,B,A,D,A,D,B,D,B,A,C,A,D,D,C,D,B,A,D,C,D,D,D,B,B,D,A,A,A,C,D,D,B,C,D,B,C,A
sample_1025.jpg,B,C,A,A,D,D,B,C,D,A,A,B,A,D,D,A,A,A,C,C,C,C,B,B,C,B,B,B,C,A,B,B,B,D,B,C,B,C,D,D
sample_1026.jpg,B,D,C,A,B,C,C,D,C,B,A,A,D,B,C,B,B,D,A,C,D,B,D,B,C,B,C,C,A,B,A,B,B,B,D,A,C,D,A,C
sample_1027.jpg,C,A,A,B,B,A,C,A,B,D,B,B,A,A,C,B,B,B,C,B,A,D,A,C,A,C,A,B,D,D,D,C,D,C,C,B,D,B,C,A
sample_1028.jpg,A,C,D,B,B,B,B,C,B,A,B,D,D,C,C,C,B,C,D,C,D,B,D,B,C,B,C,B,C,A,C,B,B,D,A,C,D,C,C,A
sample_1029.jpg,C,C,C,A,A,D,B,C,D,B,D,C,D,B,B,C,C,C,B,C,C,D,A,A,A,B,C,C,A,D,D,C,A,A,B,A,C,A,D,B
sample_1030.jpg,D,A,A,D,C,B,C,B,D,B,A,A,B,B,D,D,C,D,B,D,A,C,B,C,B,B,C,C,D,C,D,A,D,C,B,C,D,C,C,B
sample_1031.jpg,B,C,B,C,A,A,D,B,C,B,B,A,B,D,C,A,A,A,A,C,B,D,A,C,B,C,C,C,D,C,D,C,B,D,A,C,B,B,C,D
sample_1032.jpg,A,D,C,D,C,A,C,C,D,D,A,B,D,C,A,C,C,B,C,B,B,A,B,A,B,A,A,B,C,A,B,B,C,B,A,B,D,D,A,B
sample_1033.jpg,C,A,B,A,A,B,B,B,D,A,A,B,A,B,A,B,B,C,B,D,B,D,D,A,D,D,B,A,C,B,C,C,C,B,A,A,B,D,D,C
sample_1034.jpg,A,D,C,A,D,A,A,B,D,B,B,B,A,A,D,D,D,B,C,A,C,C,D,D,A,D,B,C,D,D,B,A,D,D,D,C,C,B,C,B
sample_1035.jpg,A,B,B,C,D,A,C,B,C,A,C,B,A,A,A,D,C,D,C,B,B,C,C,B,D,D,B,A,D,C,B,B,C,A,B,D,A,A,A,D
sample_1036.jpg,B,A,A,A,C,B,D,D,D,D,D,A,C,B,D,D,B,A,A,B,A,A,A,C,D,C,C,C,A,D,C,B,B,D,B,A,D,A,C,D
sample_1037.jpg,B,A,A,D,D,C,A,B,A,A,B,C,C,B,D,D,D,B,C,A,D,A,D,D,B,C,C,B,B,A,A,A,D,C,B,D,C,A,A,C
sample_1038.jpg,D,B,D,A,D,B,D,C,B,C,D,D,C,C,A,A,B,B,A,D,C,D,C,B,D,B,A,D,A,B,C,C,D,C,D,B,D,D,A,D
sample_1039.jpg,B,C,A,B,C,D,C,C,A,A,A,C,A,B,D,D,C,B,D,A,A,B,B,B,B,D,B,B,C,D,B,C,C,B,D,B,D,B,C,C
sample_1040.jpg,B,A,D,B,C,A,B,A,C,A,B,D,B,B,C,D,A,C,B,D,D,A,A,B,C,A,C,B,B,D,D,A,D,D,A,A,A,A,D,B
sample_1041.jpg,C,A,C,C,D,D,D,C,C,C,A,C,A,D,D,A,D,D,B,B,B,B,D,D,A,D,B,A,A,D,D,B,C,D,C,A,D,D,D,A
sample_1042.jpg,A,C,D,A,D,D,A,D,C,D,B,C,B,D,C,B,C,B,D,C,B,D,A,B,D,A,B,D,C,B,B,B,A,D,A,B,C,C,B,D
sample_1043.jpg,D,A,B,B,C,A,D,D,B,A,D,D,A,C,B,D,A,B,D,B,B,A,B,A,A,C,C,D,D,D,D,D,A,B,D,C,B,D,B,B
sample_1044.jpg,D,C,B,C,A,C,D,C,D,C,C,D,B,B,A,B,D,A,B,B,A,C,C,A,D,B,A,B,D,B,D,C,C,D,C,D,A,C,B,B
sample_1045.jpg,A,A,D,B,D,B,D,A,B,B,D,D,D,C,C,C,A,C,C,A,A,B,C,D,B,B,A,B,C,C,D,D,A,D,D,C,D,B,B,A
sample_1046.jpg,B,A,D,B,A,A,B,B,C,C,C,A,D,B,D,A,B,A,A,C,A,C,A,B,D,B,D,C,D,B,D,C,D,B,B,D,A,D,B,B
sample_1047.jpg,A,C,A,C,D,C,D,C,A,C,B,D,D,A,B,D,A,A,D,A,A,B,C,B,B,D,B,A,D,A,A,D,C,A,B,A,D,A,C,B
sample_1048.jpg,B,D,C,A,B,B,B,B,A,B,D,D,D,A,B,C,B,A,D,A,B,D,D,D,B,D,A,A,C,C,B,D,C,D,C,D,D,B,B,A
sample_1049.jpg,A,A,A,A,C,D,C,C,B,D,B,D,C,B,B,A,C,D,D,D,B,B,C,D,D,C,D,A,C,A,C,C,A,B,C,B,B,C,D,A
sample_1050.jpg,A,D,C,C,D,A,B,C,B,A,D,B,B,D,A,D,C,B,D,B,C,D,D,C,B,A,C,A,B,D,C,B,B,B,D,D,A,B,C,C
sample_1051.jpg,D,D,B,B,C,B,D,A,D,C,A,C,A,B,C,D,A,D,B,D,C,D,B,A,A,A,C,B,B,D,D,C,B,C,D,B,A,A,C,C
sample_1052.jpg,A,D,A,B,A,A,D,D,C,C,C,C,B,B,D,B,D,C,D,C,D,C,C,A,A,C,A,C,B,A,D,C,C,A,D,A,A,B,B,A
sample_1053.jpg,C,B,C,B,D,A,D,C,B,D,C,C,B,B,B,B,A,B,C,D,A,D,A,A,C,D,D,C,A,D,C,D,A,A,B,A,D,D,B,C
sample_1054.jpg,D,B,A,A,C,D,C,A,B,A,D,D,B,B,D,B,D,B,B,B,B,D,A,C,A,C,A,D,D,A,C,D,B,B,B,D,D,D,B,B
sample_1055.jpg,B,D,A,B,B,A,B,D,C,B,D,C,A,D,A,C,C,C,A,D,B,D,D,B,C,C,D,B,B,A,C,B,A,B,B,C,B,A,C,A
sample_1056.jpg,C,A,A,C,B,B,A,A,A,C,B,A,B,D,C,C,B,B,D,C,A,C,D,C,A,C,C,D,C,A,C,C,A,B,C,A,C,A,D,B
sample_1057.jpg,B,D,D,C,A,B,D,C,B,B,A,C,D,B,C,B,C,B,D,B,A,D,C,A,D,D,B,C,A,C,D,C,A,B,B,D,B,D,C,C
sample_1058.jpg,D,C,A,A,D,A,D,C,B,A,B,A,C,C,B,C,A,B,B,C,D,D,B,A,C,D,A,A,A,A,D,B,D,D,D,A,C,A,B,B
sample_1059.jpg,A,D,D,D,A,C,C,C,A,C,D,D,A,B,D,A,B,D,D,A,B,B,C,A,A,B,D,D,C,A,A,A,D,B,B,B,B,B,C,B
sample_1060.jpg,B,B,A,C,A,A,A,D,A,D,A,A,B,B,A,C,A,C,C,A,D,D,B,B,D,B,D,D,A,D,C,C,D,D,C,B,B,C,B,C
sample_1061.jpg,A,B,A,A,A,B,D,C,D,B,D,B,C,A,B,B,B,A,D,B,A,D,B,D,A,A,D,C,B,C,A,A,B,B,D,B,B,D,A,D
sample_1062.jpg,D,B,C,A,C,B,C,C,D,B,D,D,B,B,D,D,C,B,C,B,A,D,D,C,D,C,B,A,A,C,B,A,B,A,B,A,D,D,B,C
sample_1063.jpg,C,C,C,B,D,D,B,B,C,C,C,B,C,B,D,C,A,A,B,D,A,D,C,B,D,B,C,C,B,A,D,A,B,A,D,B,A,A,C,C
sample_1064.jpg,B,D,D,B,B,D,D,D,B,C,D,B,B,D,D,C,D,C,D,D,D,A,D,B,A,A,A,C,A,B,A,A,A,D,B,A,C,A,A,A
sample_1065.jpg,B,B,A,B,A,B,D,B,A,D,C,A,A,A,B,A,D,C,D,C,A,B,A,C,B,A,B,A,A,A,A,C,C,B,A,B,D,C,C,A
sample_1066.jpg,B,C,C,A,C,B,C,C,D,A,C,B,D,B,D,A,A,A,A,D,B,B,C,B,A,A,D,A,A,D,A,D,B,D,B,B,B,B,B,A
sample_1067.jpg,A,A,C,D,D,C,B,A,B,D,C,C,A,A,D,B,B,C,A,D,D,B,B,C,D,A,C,B,C,B,A,A,D,C,C,A,A,B,A,D
sample_1068.jpg,D,C,B,B,D,B,D,A,A,C,B,D,B,B,B,A,B,D,B,A,A,B,A,C,C,A,A,A,A,D,C,A,A,C,C,C,A,C,C,C
sample_1069.jpg,B,C,C,B,D,D,D,A,C,C,D,A,C,B,B,C,C,C,B,C,B,D,B,A,B,A,D,D,A,A,D,C,B,A,D,B,A,D,D,B
sample_1070.jpg,B,D,A,B,A,D,A,B,C,D,A,C,B,D,D,D,B,B,B,A,B,D,A,C,C,A,A,B,B,D,D,A,D,B,A,C,A,C,D,D
sample_1071.jpg,A,D,B,D,A,A,C,C,A,A,B,D,A,B,A,A,C,B,B,D,C,D,B,D,A,D,B,A,D,B,D,D,C,C,C,D,B,B,C,C
sample_1072.jpg,D,C,B,C,A,A,D,D,D,C,D,D,D,B,D,A,D,D,A,D,C,B,D,A,B,C,A,D,B,B,A,C,D,D,A,A,B,B,C,A
sample_1073.jpg,C,D,A,C,C,B,C,B,C,C,D,B,B,B,C,A,B,A,B,C,D,B,D,A,C,A,A,C,B,B,B,D,D,B,B,B,B,D,B,B
sample_1074.jpg,B,A,A,B,B,A,D,B,A,D,A,B,D,A,B,A,C,D,A,A,A,A,A,C,C,A,B,C,A,C,D,B,C,B,A,B,C,C,D,D
sample_1075.jpg,D,C,C,C,B,D,D,D,D,C,A,A,D,C,B,D,C,B,D,C,A,D,C,D,A,C,D,A,C,B,D,D,D,D,B,A,B,D,A,A
sample_1076.jpg,A,B,C,A,B,D,B,A,C,B,B,A,D,C,C,D,C,A,B,A,C,C,B,A,A,A,D,A,B,D,D,A,C,A,A,A,B,C,B,B
sample_1077.jpg,A,B,A,C,D,C,C,C,A,B,A,B,C,A,D,B,B,A,A,A,C,A,A,C,C,A,A,B,D,C,C,B,C,C,D,B,B,C,A,C
sample_1078.jpg,A,A,B,C,B,C,D,A,B,D,C,B,B,B,D,A,D,A,A,A,D,B,C,B,A,D,C,C,D,B,B,B,A,C,B,B,C,A,C,D
sample_1079.jpg,C,D,C,B,D,C,B,A,C,A,C,C,C,D,D,B,D,B,B,C,A,A,C,D,C,B,C,C,B,B,B,B,A,D,A,D,A,D,B,A
sample_1080.jpg,C,B,A,A,D,D,B,C,D,C,B,D,D,A,D,C,D,A,B,D,C,A,D,C,D,B,D,C,A,D,C,A,D,B,B,B,B,B,C,B
sample_1081.jpg,C,A,C,B,A,D,D,C,C,D,C,B,D,A,C,A,D,C,D,A,A,B,A,C,D,B,B,A,C,A,C,D,B,C,D,D,B,C,C,D
sample_1082.jpg,C,B,D,A,B,C,B,B,B,A,B,A,D,B,B,A,A,C,A,D,D,A,D,C,D,B,A,C,B,B,B,B,C,D,A,B,B,B,D,B
sample_1083.jpg,D,C,B,D,C,D,D,A,A,B,B,A,D,B,B,D,A,B,B,D,D,C,A,C,B,A,A,C,D,B,C,C,D,C,B,C,C,B,A,A
sample_1084.jpg,A,B,D,B,C,A,B,D,C,C,B,A,C,A,B,A,D,D,C,B,D,B,A,C,C,C,C,D,C,B,B,D,C,D,C,B,A,C,C,A
sample_1085.jpg,A,A,A,B,C,C,A,C,D,C,C,D,A,D,A,C,A,A,D,D,D,D,A,D,A,D,A,A,C,D,A,C,A,D,A,B,C,B,A,A
sample_1086.jpg,C,C,A,A,D,D,A,A,B,A,B,A,B,B,D,B,A,A,C,C,A,A,B,A,C,A,C,C,B,D,C,A,D,D,B,D,C,A,C,D
sample_1087.jpg,D,B,A,D,C,D,A,C,D,C,A,C,A,D,A,C,D,C,C,A,C,B,A,B,C,C,A,A,B,C,D,B,C,C,A,A,A,B,A,B
sample_1088.jpg,C,D,B,D,B,C,D,C,D,B,B,A,D,C,B,A,C,C,B,A,B,C,A,D,D,B,C,C,D,D,B,A,A,B,A,C,D,B,B,D
sample_1089.jpg,B,D,D,C,C,D,C,D,A,A,C,B,A,B,B,D,D,B,A,C,D,D,D,B,D,B,C,D,C,D,B,A,C,C,A,D,A,C,A,D
sample_1090.jpg,C,C,B,D,B,D,B,C,B,D,D,C,A,C,A,B,A,A,A,D,A,C,D,C,C,C,A,A,A,A,D,C,D,D,A,B,B,D,D,B
sample_1091.jpg,C,D,D,D,B,D,B,C,D,A,D,B,B,B,A,D,D,C,C,A,B,B,C,A,A,A,B,C,C,B,B,B,C,A,D,C,B,C,D,D
sample_1092.jpg,B,A,D,C,A,A,A,C,B,D,D,D,D,C,C,A,C,D,A,D,A,C,A,C,A,C,C,C,B,A,D,D,C,C,C,C,C,B,B,B
sample_1093.jpg,C,D,B,D,B,A,A,D,A,C,A,B,A,D,C,A,A,C,B,B,B,D,D,C,A,C,D,C,D,C,A,D,D,D,C,A,D,B,B,D
sample_1094.jpg,C,A,D,B,D,D,D,C,A,D,C,B,D,C,A,D,C,B,C,D,C,C,C,C,D,A,D,C,B,C,C,B,A,C,A,C,B,A,D,A
sample_1095.jpg,A,B,D,B,C,D,B,B,D,A,D,C,A,B,A,B,B,B,D,C,B,C,A,D,A,B,B,C,A,B,D,B,D,D,C,D,C,D,B,B
sample_1096.jpg,D,A,A,D,A,B,C,D,B,C,B,B,B,B,D,C,D,D,B,C,A,A,D,D,D,A,C,B,B,D,D,C,D,D,A,B,B,C,A,B
sample_1097.jpg,A,C,B,B,C,C,C,C,D,B,A,D,B,B,C,C,A,D,D,C,A,D,D,D,A,B,C,A,C,D,A,B,A,B,C,D,C,A,B,B
sample_1098.jpg,B,D,C,D,C,A,C,C,B,B,A,B,D,C,A,C,A,A,C,D,A,A,B,C,A,B,C,C,A,B,D,C,C,B,D,A,C,C,A,D
sample_1099.jpg,C,D,B,A,A,D,D,C,C,B,C,C,B,A,D,A,A,A,D,C,D,D,A,C,B,B,D,D,C,D,C,B,B,A,C,D,C,B,A,C
sample_1100.jpg,D,A,A,A,D,B,A,C,D,D,A,B,A,A,A,D,B,A,B,D,D,D,A,B,B,B,A,A,A,B,D,C,C,B,A,A,D,D,D,D
sample_1101.jpg,B,B,D,D,C,C,C,A,A,D,B,B,C,B,A,D,A,B,A,C,B,B,C,A,C,B,A,C,B,D,D,D,A,B,B,D,B,B,C,D
sample_1102.jpg,B,A,D,A,B,D,B,B,A,A,B,C,C,B,A,B,B,C,B,D,D,A,C,C,C,B,B,B,D,B,D,C,D,D,D,B,A,A,A,C
sample_1103.jpg,C,C,B,A,A,A,B,A,D,D,C,D,D,D,B,D,A,B,A,A,B,D,A,A,B,D,D,A,C,B,B,C,B,C,D,C,A,C,B,C
sample_1104.jpg,C,C,A,A,B,D,B,D,B,C,B,B,A,D,A,B,C,B,A,B,D,A,B,A,C,C,D,D,D,C,D,B,D,A,B,B,D,D,A,C
sample_1105.jpg,C,B,A,A,A,C,B,A,D,C,B,C,D,D,A,C,D,B,C,C,B,D,B,C,D,A,C,D,B,B,B,C,D,B,A,B,B,B,C,C
sample_1106.jpg,A,A,D,D,A,B,D,D,C,C,D,B,B,B,C,D,B,B,C,B,C,A,A,D,B,B,D,C,D,D,B,D,A,C,C,A,B,D,C,C
sample_1107.jpg,D,A,B,A,C,A,C,D,A,B,B,C,A,C,A,D,B,B,B,A,A,C,B,D,D,A,D,C,C,C,C,D,D,B,D,A,D,A,B,B
sample_1108.jpg,D,A,B,B,D,A,A,B,C,D,A,B,B,A,B,A,B,B,A,B,B,B,A,C,C,C,B,A,A,B,C,C,D,B,B,A,A,C,C,D
sample_1109.jpg,C,B,A,D,D,B,C,A,B,C,C,B,D,C,B,B,A,A,C,A,C,C,C,B,B,A,B,B,C,D,C,A,C,C,B,B,D,D,C,B
sample_1110.jpg,B,D,D,B,B,A,A,D,D,C,A,B,B,A,B,D,A,C,C,C,B,C,A,B,A,C,C,C,D,B,B,D,D,D,D,C,C,A,C,C
sample_1111.jpg,A,B,D,A,A,A,C,B,B,B,B,B,B,A,A,B,D,B,D,A,C,D,D,B,C,B,C,C,A,A,D,D,D,C,C,C,B,C,A,C
sample_1112.jpg,C,B,A,A,D,D,B,D,B,A,A,C,D,D,D,B,D,B,B,A,A,B,B,C,D,B,B,C,B,A,A,C,C,B,B,A,D,A,B,C
sample_1113.jpg,B,A,C,D,C,C,B,D,C,C,B,C,D,B,B,D,B,B,D,D,B,B,A,C,D,C,D,D,C,C,A,A,D,D,B,B,A,A,B,D
sample_1114.jpg,C,D,A,A,B,A,A,D,B,D,B,B,B,B,A,C,D,A,B,A,A,B,C,A,C,B,A,B,A,A,A,A,D,C,A,C,C,B,B,C
sample_1115.jpg,D,D,B,A,B,C,C,D,B,D,A,D,D,B,D,A,A,C,C,A,B,A,B,C,D,C,C,D,D,D,D,D,A,D,C,D,A,D,D,C
sample_1116.jpg,C,A,B,C,D,D,A,D,A,D,A,A,C,A,D,D,D,D,D,C,A,B,A,A,A,B,B,A,B,B,A,D,A,C,D,B,B,D,C,B
sample_1117.jpg,B,A,B,D,A,C,B,A,D,A,C,B,C,C,D,C,C,B,D,C,C,C,C,D,A,D,B,D,B,A,B,A,B,B,C,B,D,C,C,A
sample_1118.jpg,A,B,D,D,D,A,A,D,B,D,C,C,A,C,C,A,B,C,C,C,C,C,C,A,B,A,A,C,B,D,B,A,D,A,B,D,C,A,C,A
sample_1119.jpg,A,C,A,C,A,C,C,C,D,B,D,C,C,A,D,C,D,B,A,B,B,C,C,D,D,C,C,B,A,A,C,D,C,A,B,A,A,A,A,A
sample_1120.jpg,B,C,D,D,C,B,C,D,A,C,C,A,C,D,D,A,B,C,A,A,C,D,A,C,D,A,D,A,C,D,D,D,B,B,A,C,A,B,A,C
sample_1121.jpg,D,B,D,B,B,A,D,D,D,A,C,D,C,D,A,A,D,D,A,D,D,C,D,C,C,C,B,D,C,A,C,D,B,A,A,B,D,B,C,D
sample_1122.jpg,B,D,B,B,D,D,B,A,A,A,D,B,D,A,C,D,B,C,C,B,C,A,B,D,A,D,C,A,B,C,D,C,D,C,B,D,B,C,B,B
sample_1123.jpg,B,D,B,D,A,A,B,A,C,C,A,B,B,C,B,C,D,D,B,B,B,C,A,C,B,D,B,C,D,D,D,A,A,B,A,D,B,B,B,D
sample_1124.jpg,D,A,B,B,A,A,A,A,B,D,B,A,C,B,A,D,D,B,D,B,C,A,D,A,C,A,D,D,A,A,D,C,B,C,D,A,C,A,C,B
sample_1125.jpg,C,B,A,B,B,D,A,A,B,D,D,B,B,B,C,A,B,B,D,B,D,A,A,A,D,B,D,C,A,D,C,D,C,D,B,D,D,A,B,A
sample_1126.jpg,B,D,C,B,D,A,D,A,C,A,B,D,C,A,B,C,B,C,B,B,D,C,C,A,B,D,B,C,D,C,A,B,A,C,A,A,D,A,B,A
sample_1127.jpg,A,D,A,A,A,A,A,C,A,D,C,B,C,A,C,B,D,A,A,D,D,D,C,B,C,C,B,B,C,D,B,B,B,D,D,A,C,D,B,D
sample_1128.jpg,C,C,D,D,A,D,A,D,A,D,A,A,D,D,D,A,D,A,B,C,D,B,C,A,A,D,B,D,C,B,A,C,A,C,D,B,B,A,B,C
sample_1129.jpg,B,C,B,D,B,D,B,D,A,C,A,B,D,A,B,A,D,C,D,B,A,A,A,D,C,C,C,B,B,A,B,B,B,C,B,D,A,D,B,B
sample_1130.jpg,C,A,B,C,C,B,D,B,B,C,B,D,B,D,B,B,D,C,C,A,A,A,B,B,C,A,D,A,A,A,C,B,A,C,B,D,C,C,A,D
sample_1131.jpg,A,C,B,D,A,B,D,C,C,A,A,B,C,A,A,B,A,B,B,B,B,A,C,A,A,C,C,C,D,B,C,D,A,A,C,B,D,D,A,B
sample_1132.jpg,D,D,C,C,B,C,D,A,B,D,D,C,D,B,D,A,A,B,B,B,C,B,D,B,C,D,A,C,C,B,B,A,B,B,C,C,D,D,D,A
sample_1133.jpg,C,B,D,A,B,D,C,D,A,D,A,D,C,A,D,B,D,C,A,D,C,B,B,A,D,A,C,D,D,D,D,B,A,C,B,C,A,A,A,B
sample_1134.jpg,C,B,C,C,D,C,A,B,A,C,D,D,A,A,A,C,A,A,A,C,C,A,B,D,B,B,B,A,B,A,B,B,C,B,D,D,D,D,C,B
sample_1135.jpg,C,D,B,C,D,B,B,D,B,B,A,C,D,B,A,C,A,D,C,B,A,B,C,A,D,D,A,C,C,A,C,D,B,C,A,B,B,D,D,A
sample_1136.jpg,B,B,C,D,C,D,A,C,D,C,B,B,B,A,A,A,A,C,A,D,B,B,A,B,C,C,C,B,B,B,C,D,D,C,C,D,A,B,A,C
sample_1137.jpg,A,D,D,A,A,A,D,C,D,B,D,A,B,C,D,B,C,B,A,B,A,C,D,D,D,D,B,B,C,C,D,C,D,C,D,D,B,C,A,D
sample_1138.jpg,A,C,B,C,C,D,A,B,B,C,C,A,A,A,B,C,D,C,B,D,A,A,C,D,A,C,C,D,A,B,D,A,A,C,B,B,C,B,B,B
sample_1139.jpg,A,A,A,B,C,D,B,B,B,B,A,A,D,B,A,C,C,A,C,B,C,A,B,B,A,A,B,D,A,D,D,D,A,D,A,D,D,B,D,A
sample_1140.jpg,A,A,B,C,B,C,D,A,D,A,A,C,C,D,B,A,C,A,D,A,C,A,B,D,C,B,C,B,A,C,D,B,C,B,D,C,B,C,A,D
sample_1141.jpg,C,A,A,C,D,A,C,B,A,A,D,B,A,D,D,A,C,A,D,D,A,B,B,B,B,A,B,A,B,C,A,D,A,C,A,D,C,C,C,D
sample_1142.jpg,C,A,A,D,A,B,B,D,A,B,A,C,D,D,B,C,B,B,C,B,C,C,C,B,C,D,C,B,C,C,C,A,D,A,C,B,D,A,B,D
sample_1143.jpg,D,C,A,C,D,A,B,C,C,A,B,D,A,B,B,C,C,B,C,D,A,B,A,D,D,C,B,C,A,A,B,C,D,A,C,A,D,A,C,C
